Frame 1 
15	+	129
129	+	1104
1158	+	1278
1356	+	1536
1536	+	1692
1692	+	1809
1842	+	1995
1995	+	2562
2574	+	2694
2694	+	2997
2997	+	3072
3135	+	3900
3900	+	4680
4680	+	4785
4785	+	4866
4866	+	5232
5244	+	5319
5319	+	5541
5541	+	5694
5751	+	5898
5898	+	6027
6027	+	6372
6372	+	6642
6642	+	6774
6774	+	6888
6888	+	7050
7050	+	7161
7161	+	7425
7455	+	7563
7581	+	7650
7662	+	8142
8142	+	8301
8301	+	8601
8604	+	8739
8739	+	9249
9249	+	9828
9828	+	9999
9999	+	10134
10179	+	10266
10266	+	10317
10317	+	10413
10413	+	10590
10590	+	11007
11007	+	11157
11157	+	11451
11451	+	14175
14190	+	14358
14358	+	14436
14436	+	14616
14616	+	14751
14808	+	14946
14946	+	15111
15111	+	15207
15231	+	15369
15414	+	15480
15498	+	15585
15594	+	15780
15780	+	15843
15843	+	15954
15957	+	16923
16923	+	16989
16989	+	17085
17109	+	17190
17202	+	17481
17481	+	18582
18582	+	18735
18735	+	18828
18828	+	19023
19023	+	19128
19128	+	19404
19404	+	19641
19686	+	19773
19815	+	19893
19938	+	20469
20472	+	20559
20559	+	20718
20718	+	20904
20922	+	21003
21003	+	21204
21204	+	21309
21309	+	21534
21534	+	21594
21654	+	21924
21924	+	22122
22122	+	22437
22497	+	22560
22560	+	22863
22866	+	22959
22959	+	23604
23604	+	24027
24027	+	24078
24078	+	24978
24978	+	25524
25524	+	26181
26181	+	26670
26670	+	26772
26772	+	27165
27165	+	28155
28155	+	28542
28542	+	29487
29535	+	29595
29595	+	29706
29805	+	29925
29925	+	30000
30000	+	30324
30357	+	32142
32142	+	32262
32262	+	32496
32496	+	32607
32607	+	32781
32781	+	32883
32883	+	33543
33555	+	34326
34326	+	34509
34509	+	34980
34980	+	35103
35103	+	35313
35319	+	35418
35418	+	35484
35484	+	35595
35622	+	35730
35730	+	35814
35814	+	37218
37218	+	38067
38067	+	38184
38247	+	38499
38523	+	38916
38970	+	39042
39084	+	39195
39195	+	39321
39321	+	39960
39999	+	40203
40203	+	40299
40299	+	40377
40377	+	40491
40518	+	40662
40668	+	40797
40797	+	41163
41163	+	41583
41592	+	41742
41742	+	41925
41925	+	42315
42315	+	42450
42492	+	42585
42585	+	42681
42681	+	42762
42762	+	42945
42960	+	43971
43974	+	44070
44118	+	44178
44178	+	44250
44250	+	44310
44310	+	44727
44727	+	44790
44790	+	44871
45078	+	45219
45231	+	45285
45315	+	45765
45765	+	46056
46056	+	46206
46206	+	46338
46350	+	46542
46542	+	46743
46776	+	47118
47136	+	47226
47226	+	47349
47421	+	47526
47526	+	47580
47655	+	47721
47757	+	47811
47823	+	47895
47895	+	48105
48105	+	48177
48177	+	48699
48699	+	48939
48969	+	49131
49221	+	49383
49386	+	49464
49494	+	49734
49734	+	49932
50007	+	50079
50079	+	50841
50862	+	50982
51024	+	51162
51162	+	51222
51234	+	51309
51309	+	51618
51618	+	51702
51702	+	51840
51840	+	52074
52197	+	52326
52326	+	52500
52500	+	52578
52578	+	52701
52731	+	52782
52863	+	52932
52932	+	53052
53052	+	53163
53220	+	53454
53454	+	53577
53616	+	53763
53763	+	54555
54555	+	55254
55254	+	55350
55350	+	55434
55434	+	55506
55506	+	55578
55578	+	55704
55704	+	55842
55842	+	55965
55965	+	56328
56328	+	56787
56787	+	57819
57819	+	58623
58623	+	58923
58923	+	59082
59136	+	59397
59403	+	59646
59646	+	59808
59808	+	60036
60036	+	60255
60255	+	60366
60396	+	60732
60732	+	60858
60858	+	60960
60960	+	61014
61014	+	61227
61227	+	61326
61326	+	61440
61440	+	61509
61554	+	63150
63150	+	63207
63207	+	63534
63534	+	63717
63717	+	63837
63837	+	63918
63957	+	64134
64134	+	64272
64272	+	64335
64335	+	64575
64575	+	64761
64761	+	64836
64884	+	65070
65118	+	65352
65358	+	65619
65619	+	65691
65691	+	65751
65751	+	65808
65808	+	65967
65967	+	66048
66048	+	66183
66225	+	66279
66279	+	66681
66681	+	67236
67236	+	67464
67464	+	68217
68217	+	68289
68352	+	68430
68430	+	68526
68574	+	68763
68781	+	69273
69273	+	69327
69327	+	70146
70146	+	70338
70338	+	70605
70605	+	70662
70662	+	70917
70917	+	71931
71931	+	72942
72942	+	73032
73032	+	73083
73083	+	73161
73161	+	73245
73245	+	73566
73566	+	73680
73680	+	73749
73749	+	75213
75213	+	75300
75300	+	75609
75609	+	75765
75765	+	75909
75909	+	76101
76101	+	76191
76191	+	76257
76353	+	76410
76410	+	78690
78690	+	80403
80403	+	80466
80466	+	80697
80697	+	81066
81066	+	81204
81204	+	81306
81306	+	81624
81654	+	81861
81900	+	82032
82059	+	82302
82302	+	82452
82467	+	82620
82644	+	82752
82752	+	82986
82986	+	83088
83118	+	83184
83184	+	83271
83289	+	83340
83340	+	83511
83511	+	83763
83763	+	83832
83859	+	83976
84021	+	84150
84150	+	84312
84360	+	84480
84480	+	84570
84570	+	84657
84657	+	84984
85017	+	85146
85146	+	85218
85218	+	86913
86913	+	87111
87111	+	87429
87429	+	88692
88758	+	89028
89028	+	90639
90639	+	91410
91431	+	91809
91815	+	91893
91893	+	91944
91944	+	92034
92034	+	92115
92130	+	92181
92181	+	92376
92397	+	92478
92478	+	92610
92610	+	92673
92679	+	92856
92868	+	93015
93036	+	93198
93198	+	93483
93531	+	93648
93648	+	93705
93705	+	93768
93768	+	93819
93819	+	93942
93954	+	94011
94044	+	94149
94149	+	94272
94311	+	94527
94527	+	94626
94626	+	94761
94779	+	94917
94917	+	94983
95007	+	95073
95073	+	95298
95334	+	95397
95415	+	95529
95529	+	95886
95928	+	96180
96180	+	96243
96243	+	96375
96420	+	96588
96615	+	96996
96996	+	97740
97740	+	98070
98070	+	98343
98346	+	98460
98460	+	98523
98523	+	98589
98589	+	98676
98676	+	98925
98925	+	99606
99606	+	99777
99777	+	100047
100047	+	101937
101952	+	102231
102231	+	102327
102327	+	102435
102459	+	102528
102528	+	102648
102693	+	102972
102993	+	103149
103149	+	103308
103308	+	103359
103359	+	103485
103485	+	103773
103782	+	103917
103941	+	104097
104163	+	104217
104217	+	104391
104391	+	104517
104520	+	104670
104670	+	104742
104742	+	104892
104895	+	104973
104973	+	106245
106287	+	106344
106347	+	106473
106473	+	106707
106707	+	106788
106788	+	107094
107115	+	107172
107229	+	107316
107316	+	107418
107418	+	107571
107571	+	107631
107631	+	108189
108189	+	108789
108825	+	109239
109239	+	109497
109497	+	109971
109974	+	110418
110418	+	110499
110499	+	111012
111012	+	111648
111648	+	113100
113100	+	113151
113151	+	113220
113220	+	113394
113430	+	113727
113760	+	114162
114201	+	114279
114375	+	114465
114486	+	114642
114642	+	114804
114846	+	114921
114927	+	114981
115020	+	115152
115179	+	115317
115350	+	115599
115599	+	115692
115692	+	115899
115899	+	116088
116136	+	116247
116247	+	116451
116505	+	116568
116598	+	116649
116676	+	116739
116739	+	116865
116865	+	117165
117165	+	117744
117744	+	118062
118062	+	118170
118170	+	118236
118236	+	118320
118320	+	118686
118686	+	118764
118797	+	118863
118863	+	119025
119025	+	119130
119160	+	119538
119538	+	119778
119778	+	120990
120990	+	121911
121920	+	122541
122586	+	122643
122643	+	122718
122766	+	123162
123162	+	123258
123258	+	123678
123678	+	123843
123843	+	125385
125385	+	125706
125706	+	126141
126141	+	126252
126291	+	126381
126480	+	126684
126684	+	126777
126777	+	126849
126885	+	126945
126954	+	127068
127134	+	127206
127296	+	127413
127455	+	127830
127830	+	129732
129732	+	130032
130071	+	130212
130245	+	130365
130389	+	130590
130653	+	130956
130962	+	131067
131067	+	131139
131139	+	131244
131244	+	131352
131352	+	131712
131712	+	131781
131784	+	131841
131892	+	132435
132435	+	132495
132495	+	132933
132933	+	132996
133098	+	133365
133365	+	134679
134679	+	134886
134886	+	135027
135063	+	135117
135117	+	135168
135210	+	135264
135264	+	135330
135333	+	135540
135540	+	135642
135642	+	135735
135735	+	135930
135963	+	136071
136080	+	136263
136266	+	136329
136329	+	136407
136407	+	136518
136557	+	136626
136626	+	136779
136779	+	136884
136884	+	136941
136941	+	137061
137076	+	137292
137301	+	137397
137466	+	137577
137577	+	137793
137796	+	137925
137955	+	138006
138039	+	138114
138114	+	138276
138294	+	138360
138408	+	138471
138471	+	138546
138555	+	138921
138921	+	139008
139008	+	139170
139170	+	139689
139689	+	139782
139782	+	140031
140040	+	140211
140214	+	140487
140487	+	140736
140736	+	140919
140919	+	141114
141114	+	141651
141651	+	141726
141726	+	141885
141885	+	141963
141987	+	142116
142116	+	142395
142437	+	142563
142563	+	142680
142680	+	142749
142767	+	142893
142893	+	143001
143001	+	143100
143148	+	143466
143640	+	143790
143790	+	143937
143976	+	144414
144414	+	144564
144564	+	145671
145671	+	146199
146199	+	147270
147270	+	147501
147501	+	147627
147627	+	148143
148143	+	148542
148542	+	148761
148761	+	148953
148986	+	149130
149130	+	149343
149343	+	149529
149544	+	149778
149778	+	149844
149880	+	149931
149931	+	150042
150063	+	150114
150150	+	150381
150492	+	150726
150765	+	150993
151005	+	151110
151110	+	151494
151497	+	151602
151602	+	152610
152643	+	153171
153216	+	153372
